adm3_en,month,NO2,date
City of Baguio,2022-03,5.392159803523803e-05,2022-03-01T00:00:00
City of Butuan,2022-03,3.70867608327801e-05,2022-03-01T00:00:00
City of Cotabato,2022-03,4.1310859644143314e-05,2022-03-01T00:00:00
City of Angeles,2022-03,6.797493150422258e-05,2022-03-01T00:00:00
City of Olongapo,2022-03,5.654316766874448e-05,2022-03-01T00:00:00
Ormoc City,2022-03,3.741048873968051e-05,2022-03-01T00:00:00
City of Tacloban,2022-03,3.784616804832757e-05,2022-03-01T00:00:00
City of Zamboanga,2022-03,3.7748889621306016e-05,2022-03-01T00:00:00
City of Isabela,2022-03,3.984399752397897e-05,2022-03-01T00:00:00
Pateros,2022-03,9.55413400801714e-05,2022-03-01T00:00:00
City of Puerto Princesa,2022-03,3.9113044664384505e-05,2022-03-01T00:00:00
City of Lucena,2022-03,5.0004397732198384e-05,2022-03-01T00:00:00
City of Bacolod,2022-03,4.62834197030002e-05,2022-03-01T00:00:00
City of Iloilo,2022-03,4.697087779717158e-05,2022-03-01T00:00:00
City of Cebu,2022-03,4.151198308250746e-05,2022-03-01T00:00:00
City of Lapu-Lapu,2022-03,4.23066673660682e-05,2022-03-01T00:00:00
City of Mandaue,2022-03,4.553980632525836e-05,2022-03-01T00:00:00
City of Cagayan De Oro,2022-04,4.708015735086847e-05,2022-04-01T00:00:00
City of Iligan,2022-04,4.475292178028677e-05,2022-04-01T00:00:00
City of Davao,2022-04,4.182602980384273e-05,2022-04-01T00:00:00
City of General Santos,2022-04,4.087549325720684e-05,2022-04-01T00:00:00
City of Caloocan,2022-04,7.931509347337259e-05,2022-04-01T00:00:00
City of Makati,2022-04,8.557746684553686e-05,2022-04-01T00:00:00
City of Malabon,2022-04,9.567153479757053e-05,2022-04-01T00:00:00
City of Mandaluyong,2022-04,9.356505407211007e-05,2022-04-01T00:00:00
City of Manila,2022-04,0.0001065556955254919,2022-04-01T00:00:00
City of Marikina,2022-04,7.630151477082704e-05,2022-04-01T00:00:00
City of Muntinlupa,2022-04,6.940347052875978e-05,2022-04-01T00:00:00
City of Navotas,2022-04,9.483019287738122e-05,2022-04-01T00:00:00
Pasay City,2022-04,8.813923265757068e-05,2022-04-01T00:00:00
City of Pasig,2022-04,8.319285239269252e-05,2022-04-01T00:00:00
Quezon City,2022-04,8.58387944537257e-05,2022-04-01T00:00:00
City of San Juan,2022-04,0.00010187967818014932,2022-04-01T00:00:00
City of Taguig,2022-04,7.538839252924582e-05,2022-04-01T00:00:00
City of Valenzuela,2022-04,8.705592010017887e-05,2022-04-01T00:00:00
City of Baguio,2022-04,5.231885537682029e-05,2022-04-01T00:00:00
City of Butuan,2022-04,4.0654766768057584e-05,2022-04-01T00:00:00
City of Cotabato,2022-04,4.4076556621605344e-05,2022-04-01T00:00:00
City of Angeles,2022-04,5.9181592578413417e-05,2022-04-01T00:00:00
City of Olongapo,2022-04,5.416389115113892e-05,2022-04-01T00:00:00
Ormoc City,2022-04,4.050042862963613e-05,2022-04-01T00:00:00
City of Tacloban,2022-04,3.875738785927473e-05,2022-04-01T00:00:00
City of Zamboanga,2022-04,4.039069030076438e-05,2022-04-01T00:00:00
City of Isabela,2022-04,4.417095549566709e-05,2022-04-01T00:00:00
Pateros,2022-04,7.868059705481314e-05,2022-04-01T00:00:00
City of Puerto Princesa,2022-04,4.015908151215473e-05,2022-04-01T00:00:00
City of Lucena,2022-04,5.08231398363941e-05,2022-04-01T00:00:00
City of Bacolod,2022-04,4.939699781928037e-05,2022-04-01T00:00:00
City of Iloilo,2022-04,4.4654105664103135e-05,2022-04-01T00:00:00
City of Cebu,2022-04,4.7604895901886735e-05,2022-04-01T00:00:00
City of Lapu-Lapu,2022-04,4.6844094464782975e-05,2022-04-01T00:00:00
City of Mandaue,2022-04,5.0230255775031504e-05,2022-04-01T00:00:00
City of Cagayan De Oro,2022-05,4.82656096554725e-05,2022-05-01T00:00:00
City of Iligan,2022-05,4.833042776909805e-05,2022-05-01T00:00:00
City of Davao,2022-05,4.525330088727e-05,2022-05-01T00:00:00
City of General Santos,2022-05,4.307742900134433e-05,2022-05-01T00:00:00
City of Caloocan,2022-05,0.00010096038322651404,2022-05-01T00:00:00
City of Makati,2022-05,9.502978419759116e-05,2022-05-01T00:00:00
City of Malabon,2022-05,0.0001198393513180234,2022-05-01T00:00:00
City of Mandaluyong,2022-05,9.969107024777575e-05,2022-05-01T00:00:00
City of Manila,2022-05,0.00011947493795828036,2022-05-01T00:00:00
City of Marikina,2022-05,8.189035288314462e-05,2022-05-01T00:00:00
City of Muntinlupa,2022-05,7.374510989196591e-05,2022-05-01T00:00:00
City of Navotas,2022-05,0.00011346314110651412,2022-05-01T00:00:00
Pasay City,2022-05,9.605542254826216e-05,2022-05-01T00:00:00
City of Pasig,2022-05,8.570925154834863e-05,2022-05-01T00:00:00
Quezon City,2022-05,9.441842852975278e-05,2022-05-01T00:00:00
City of San Juan,2022-05,0.0001046330675497524,2022-05-01T00:00:00
City of Taguig,2022-05,7.695447443823311e-05,2022-05-01T00:00:00
City of Valenzuela,2022-05,0.00011791175246013382,2022-05-01T00:00:00
City of Baguio,2022-05,5.743105517188051e-05,2022-05-01T00:00:00
City of Butuan,2022-05,4.231123104348501e-05,2022-05-01T00:00:00
City of Cotabato,2022-05,4.6278368727230274e-05,2022-05-01T00:00:00
City of Angeles,2022-05,7.395351844942712e-05,2022-05-01T00:00:00
City of Olongapo,2022-05,6.392121387517357e-05,2022-05-01T00:00:00
Ormoc City,2022-05,4.182762870504494e-05,2022-05-01T00:00:00
City of Tacloban,2022-05,4.0945492859893504e-05,2022-05-01T00:00:00
City of Zamboanga,2022-05,4.2957455724363895e-05,2022-05-01T00:00:00
City of Isabela,2022-05,4.341966498790044e-05,2022-05-01T00:00:00
Pateros,2022-05,7.76727693863067e-05,2022-05-01T00:00:00
City of Puerto Princesa,2022-05,4.12669218902024e-05,2022-05-01T00:00:00
City of Lucena,2022-05,5.282898666293747e-05,2022-05-01T00:00:00
City of Bacolod,2022-05,5.14141626643049e-05,2022-05-01T00:00:00
City of Iloilo,2022-05,5.496167293633952e-05,2022-05-01T00:00:00
City of Cebu,2022-05,5.029440050348168e-05,2022-05-01T00:00:00
City of Lapu-Lapu,2022-05,5.0470090285648345e-05,2022-05-01T00:00:00
City of Mandaue,2022-05,5.45249842490634e-05,2022-05-01T00:00:00
City of Cagayan De Oro,2022-06,4.6821740675487466e-05,2022-06-01T00:00:00
City of Iligan,2022-06,4.617171994903361e-05,2022-06-01T00:00:00
City of Davao,2022-06,4.218540361134668e-05,2022-06-01T00:00:00
City of General Santos,2022-06,4.031604100871667e-05,2022-06-01T00:00:00
City of Caloocan,2022-06,0.00011448819131404908,2022-06-01T00:00:00
City of Makati,2022-06,0.0001341988626114396,2022-06-01T00:00:00
City of Malabon,2022-06,0.00013986312843304125,2022-06-01T00:00:00
City of Mandaluyong,2022-06,0.0001442514149081739,2022-06-01T00:00:00
City of Manila,2022-06,0.0001553419467477559,2022-06-01T00:00:00
City of Marikina,2022-06,0.00010402871311479802,2022-06-01T00:00:00
City of Muntinlupa,2022-06,8.887840989858769e-05,2022-06-01T00:00:00
City of Navotas,2022-06,0.00013045845902078104,2022-06-01T00:00:00
Pasay City,2022-06,0.00014032377501102308,2022-06-01T00:00:00
City of Pasig,2022-06,0.00011159888195544976,2022-06-01T00:00:00
Quezon City,2022-06,0.0001177994552356929,2022-06-01T00:00:00
City of San Juan,2022-06,0.00014546543054833297,2022-06-01T00:00:00
City of Taguig,2022-06,0.0001027973384952476,2022-06-01T00:00:00
City of Valenzuela,2022-06,0.00012809828719295035,2022-06-01T00:00:00
City of Baguio,2022-06,5.1988159321698464e-05,2022-06-01T00:00:00
City of Butuan,2022-06,4.107954536233193e-05,2022-06-01T00:00:00
City of Cotabato,2022-06,4.425112429134408e-05,2022-06-01T00:00:00
City of Angeles,2022-06,7.105277544795549e-05,2022-06-01T00:00:00
City of Olongapo,2022-06,6.510586038243307e-05,2022-06-01T00:00:00
Ormoc City,2022-06,3.954512247341811e-05,2022-06-01T00:00:00
City of Tacloban,2022-06,3.859909804647448e-05,2022-06-01T00:00:00
City of Zamboanga,2022-06,4.120167327696568e-05,2022-06-01T00:00:00
City of Isabela,2022-06,4.19040173447381e-05,2022-06-01T00:00:00
Pateros,2022-06,0.0001042557687276318,2022-06-01T00:00:00
City of Puerto Princesa,2022-06,4.222769294461816e-05,2022-06-01T00:00:00
City of Lucena,2022-06,5.270835711015114e-05,2022-06-01T00:00:00
City of Bacolod,2022-06,5.1362354673480906e-05,2022-06-01T00:00:00
City of Iloilo,2022-06,5.840343998076992e-05,2022-06-01T00:00:00
City of Cebu,2022-06,5.559452512532013e-05,2022-06-01T00:00:00
City of Lapu-Lapu,2022-06,5.230150291878888e-05,2022-06-01T00:00:00
City of Mandaue,2022-06,5.911587071589893e-05,2022-06-01T00:00:00
City of Cagayan De Oro,2022-07,4.5107214331372746e-05,2022-07-01T00:00:00
City of Iligan,2022-07,4.5966300240817295e-05,2022-07-01T00:00:00
City of Davao,2022-07,4.3635064059308576e-05,2022-07-01T00:00:00
City of General Santos,2022-07,3.90698386409752e-05,2022-07-01T00:00:00
City of Caloocan,2022-07,0.00010154237259957516,2022-07-01T00:00:00
City of Makati,2022-07,0.00010685190077002768,2022-07-01T00:00:00
City of Malabon,2022-07,0.00011210733820997728,2022-07-01T00:00:00
City of Mandaluyong,2022-07,0.00011253004140578968,2022-07-01T00:00:00
City of Manila,2022-07,0.00011767082278390732,2022-07-01T00:00:00
City of Marikina,2022-07,0.00010530088019168752,2022-07-01T00:00:00
City of Muntinlupa,2022-07,7.859287772908436e-05,2022-07-01T00:00:00
City of Navotas,2022-07,0.00010480019118548524,2022-07-01T00:00:00
Pasay City,2022-07,0.00010572285942668812,2022-07-01T00:00:00
City of Pasig,2022-07,0.0001054959146736545,2022-07-01T00:00:00
Quezon City,2022-07,0.00010991160074195576,2022-07-01T00:00:00
City of San Juan,2022-07,0.000115885812479771,2022-07-01T00:00:00
City of Taguig,2022-07,9.319219138748454e-05,2022-07-01T00:00:00
City of Valenzuela,2022-07,0.0001070208695792888,2022-07-01T00:00:00
City of Baguio,2022-07,5.573761280717919e-05,2022-07-01T00:00:00
City of Butuan,2022-07,4.145510586782604e-05,2022-07-01T00:00:00
City of Cotabato,2022-07,4.394820927529143e-05,2022-07-01T00:00:00
City of Angeles,2022-07,6.19455089177164e-05,2022-07-01T00:00:00
City of Olongapo,2022-07,5.958992702064e-05,2022-07-01T00:00:00
Ormoc City,2022-07,3.945449456011193e-05,2022-07-01T00:00:00
City of Tacloban,2022-07,3.971857991113286e-05,2022-07-01T00:00:00
City of Zamboanga,2022-07,3.79552238559956e-05,2022-07-01T00:00:00
City of Isabela,2022-07,4.107490660673542e-05,2022-07-01T00:00:00
Pateros,2022-07,9.587724420911524e-05,2022-07-01T00:00:00
City of Puerto Princesa,2022-07,4.27209756079631e-05,2022-07-01T00:00:00
City of Lucena,2022-07,4.952699742132964e-05,2022-07-01T00:00:00
City of Bacolod,2022-07,4.483518757283175e-05,2022-07-01T00:00:00
City of Iloilo,2022-07,4.929626815349389e-05,2022-07-01T00:00:00
City of Cebu,2022-07,5.697571676531256e-05,2022-07-01T00:00:00
City of Lapu-Lapu,2022-07,4.96726240636889e-05,2022-07-01T00:00:00
City of Mandaue,2022-07,6.470487109382717e-05,2022-07-01T00:00:00
City of Cagayan De Oro,2022-08,4.766602191482087e-05,2022-08-01T00:00:00
City of Iligan,2022-08,4.739115130622184e-05,2022-08-01T00:00:00
City of Davao,2022-08,4.3949641771329705e-05,2022-08-01T00:00:00
City of General Santos,2022-08,4.121040114078734e-05,2022-08-01T00:00:00
City of Caloocan,2022-08,9.475431004177102e-05,2022-08-01T00:00:00
City of Makati,2022-08,9.5794163785941e-05,2022-08-01T00:00:00
City of Malabon,2022-08,9.705313397749406e-05,2022-08-01T00:00:00
City of Mandaluyong,2022-08,0.00010108395420388088,2022-08-01T00:00:00
City of Manila,2022-08,0.00010250951825489606,2022-08-01T00:00:00
City of Marikina,2022-08,0.00010972024430379146,2022-08-01T00:00:00
City of Muntinlupa,2022-08,7.776701366213223e-05,2022-08-01T00:00:00
City of Navotas,2022-08,9.50745305601902e-05,2022-08-01T00:00:00
Pasay City,2022-08,9.61982584952696e-05,2022-08-01T00:00:00
City of Pasig,2022-08,0.00010289478560553268,2022-08-01T00:00:00
Quezon City,2022-08,0.00010132914833237232,2022-08-01T00:00:00
City of San Juan,2022-08,0.000104523772547275,2022-08-01T00:00:00
City of Taguig,2022-08,8.98209434042491e-05,2022-08-01T00:00:00
City of Valenzuela,2022-08,9.701501712113294e-05,2022-08-01T00:00:00
City of Baguio,2022-08,5.663900618319074e-05,2022-08-01T00:00:00
City of Butuan,2022-08,4.242065677471885e-05,2022-08-01T00:00:00
City of Cotabato,2022-08,4.371238814534328e-05,2022-08-01T00:00:00
City of Angeles,2022-08,6.160321520182388e-05,2022-08-01T00:00:00
City of Olongapo,2022-08,5.794105562947583e-05,2022-08-01T00:00:00
Ormoc City,2022-08,4.314591123892935e-05,2022-08-01T00:00:00
City of Tacloban,2022-08,4.007248530057808e-05,2022-08-01T00:00:00
City of Zamboanga,2022-08,4.102323604135981e-05,2022-08-01T00:00:00
City of Isabela,2022-08,4.101787712986579e-05,2022-08-01T00:00:00
Pateros,2022-08,9.181627551547e-05,2022-08-01T00:00:00
City of Puerto Princesa,2022-08,4.136304748700846e-05,2022-08-01T00:00:00
City of Lucena,2022-08,5.140755799568978e-05,2022-08-01T00:00:00
City of Bacolod,2022-08,5.183425687568705e-05,2022-08-01T00:00:00
City of Iloilo,2022-08,5.276931492603844e-05,2022-08-01T00:00:00
City of Cebu,2022-08,5.711498246137092e-05,2022-08-01T00:00:00
City of Lapu-Lapu,2022-08,4.952430733157522e-05,2022-08-01T00:00:00
City of Mandaue,2022-08,6.190991219078658e-05,2022-08-01T00:00:00
City of Cagayan De Oro,2022-09,4.812432742138775e-05,2022-09-01T00:00:00
City of Iligan,2022-09,4.585314955030743e-05,2022-09-01T00:00:00
City of Davao,2022-09,4.503229802373803e-05,2022-09-01T00:00:00
City of General Santos,2022-09,4.3651623627860336e-05,2022-09-01T00:00:00
City of Caloocan,2022-09,9.183037269560618e-05,2022-09-01T00:00:00
City of Makati,2022-09,0.00010088398969087044,2022-09-01T00:00:00
City of Malabon,2022-09,9.211581931461331e-05,2022-09-01T00:00:00
City of Mandaluyong,2022-09,0.00010466547013146898,2022-09-01T00:00:00
City of Manila,2022-09,9.82463285464867e-05,2022-09-01T00:00:00
City of Marikina,2022-09,0.00010282964103046504,2022-09-01T00:00:00
City of Muntinlupa,2022-09,7.483124451068915e-05,2022-09-01T00:00:00
City of Navotas,2022-09,8.435342706831552e-05,2022-09-01T00:00:00
Pasay City,2022-09,9.865845080322556e-05,2022-09-01T00:00:00
City of Pasig,2022-09,0.0001035071945618531,2022-09-01T00:00:00
Quezon City,2022-09,9.841632322405638e-05,2022-09-01T00:00:00
City of San Juan,2022-09,0.00010282981118127596,2022-09-01T00:00:00
City of Taguig,2022-09,9.467281797403738e-05,2022-09-01T00:00:00
City of Valenzuela,2022-09,8.872654743414561e-05,2022-09-01T00:00:00
City of Baguio,2022-09,5.5724542225092046e-05,2022-09-01T00:00:00
City of Butuan,2022-09,4.307887214599624e-05,2022-09-01T00:00:00
City of Cotabato,2022-09,4.543934392612492e-05,2022-09-01T00:00:00
City of Angeles,2022-09,6.462369712785597e-05,2022-09-01T00:00:00
City of Olongapo,2022-09,5.64055988522149e-05,2022-09-01T00:00:00
Ormoc City,2022-09,4.320500408437442e-05,2022-09-01T00:00:00
City of Tacloban,2022-09,4.037690855608751e-05,2022-09-01T00:00:00
City of Zamboanga,2022-09,3.995729992276372e-05,2022-09-01T00:00:00
City of Isabela,2022-09,4.236112831373171e-05,2022-09-01T00:00:00
Pateros,2022-09,9.794088785472968e-05,2022-09-01T00:00:00
City of Puerto Princesa,2022-09,4.057255953492117e-05,2022-09-01T00:00:00
City of Lucena,2022-09,5.408613370659371e-05,2022-09-01T00:00:00
City of Bacolod,2022-09,4.978823601852854e-05,2022-09-01T00:00:00
City of Iloilo,2022-09,4.9763887973828e-05,2022-09-01T00:00:00
City of Cebu,2022-09,5.71365389184785e-05,2022-09-01T00:00:00
City of Lapu-Lapu,2022-09,5.435194136578957e-05,2022-09-01T00:00:00
City of Mandaue,2022-09,6.980472745240352e-05,2022-09-01T00:00:00
City of Cagayan De Oro,2022-10,4.9473555671570754e-05,2022-10-01T00:00:00
City of Iligan,2022-10,4.838850841991571e-05,2022-10-01T00:00:00
City of Davao,2022-10,4.428791753142632e-05,2022-10-01T00:00:00
City of General Santos,2022-10,4.177810586049204e-05,2022-10-01T00:00:00
City of Caloocan,2022-10,8.814439421087935e-05,2022-10-01T00:00:00
City of Makati,2022-10,0.00011889192714161214,2022-10-01T00:00:00
City of Malabon,2022-10,0.0001030535067048799,2022-10-01T00:00:00
City of Mandaluyong,2022-10,0.00011524282113022502,2022-10-01T00:00:00
City of Manila,2022-10,0.00011721985169617934,2022-10-01T00:00:00
City of Marikina,2022-10,9.581240725997733e-05,2022-10-01T00:00:00
City of Muntinlupa,2022-10,7.708413419888879e-05,2022-10-01T00:00:00
City of Navotas,2022-10,9.821823381026648e-05,2022-10-01T00:00:00
Pasay City,2022-10,0.00011579647721196614,2022-10-01T00:00:00
City of Pasig,2022-10,0.00011160026563353205,2022-10-01T00:00:00
Quezon City,2022-10,9.526841808318016e-05,2022-10-01T00:00:00
City of San Juan,2022-10,0.00011331992022992114,2022-10-01T00:00:00
City of Taguig,2022-10,0.00010405161662054352,2022-10-01T00:00:00
City of Valenzuela,2022-10,9.467822860290046e-05,2022-10-01T00:00:00
City of Baguio,2022-10,5.751262143323397e-05,2022-10-01T00:00:00
City of Butuan,2022-10,4.445557073336705e-05,2022-10-01T00:00:00
City of Cotabato,2022-10,4.510681358799562e-05,2022-10-01T00:00:00
City of Angeles,2022-10,6.212063898811719e-05,2022-10-01T00:00:00
City of Olongapo,2022-10,5.839814442951311e-05,2022-10-01T00:00:00
Ormoc City,2022-10,4.248930397977408e-05,2022-10-01T00:00:00
City of Tacloban,2022-10,4.216332962489323e-05,2022-10-01T00:00:00
City of Zamboanga,2022-10,4.12249329154557e-05,2022-10-01T00:00:00
City of Isabela,2022-10,4.365937316803347e-05,2022-10-01T00:00:00
Pateros,2022-10,0.00011240266024622088,2022-10-01T00:00:00
City of Puerto Princesa,2022-10,4.000171763519242e-05,2022-10-01T00:00:00
City of Lucena,2022-10,5.497668415767895e-05,2022-10-01T00:00:00
City of Bacolod,2022-10,4.877176443788344e-05,2022-10-01T00:00:00
City of Iloilo,2022-10,4.927978778079153e-05,2022-10-01T00:00:00
City of Cebu,2022-10,5.444845387701015e-05,2022-10-01T00:00:00
City of Lapu-Lapu,2022-10,5.2933094443691504e-05,2022-10-01T00:00:00
City of Mandaue,2022-10,6.22030105758584e-05,2022-10-01T00:00:00
City of Cagayan De Oro,2022-11,4.80861946175776e-05,2022-11-01T00:00:00
City of Iligan,2022-11,4.7127667557139264e-05,2022-11-01T00:00:00
City of Davao,2022-11,4.225353227905574e-05,2022-11-01T00:00:00
City of General Santos,2022-11,4.0536881400847456e-05,2022-11-01T00:00:00
City of Caloocan,2022-11,9.650345527709636e-05,2022-11-01T00:00:00
City of Makati,2022-11,0.00010330521718847086,2022-11-01T00:00:00
City of Malabon,2022-11,0.00011698959660189064,2022-11-01T00:00:00
City of Mandaluyong,2022-11,0.0001113368810188523,2022-11-01T00:00:00
City of Manila,2022-11,0.0001357743490047348,2022-11-01T00:00:00
City of Marikina,2022-11,9.71023193374078e-05,2022-11-01T00:00:00
City of Muntinlupa,2022-11,6.18815824833773e-05,2022-11-01T00:00:00
City of Navotas,2022-11,0.00011266687083203464,2022-11-01T00:00:00
Pasay City,2022-11,0.000103677222926012,2022-11-01T00:00:00
City of Pasig,2022-11,9.42548433349933e-05,2022-11-01T00:00:00
Quezon City,2022-11,0.0001028264852401592,2022-11-01T00:00:00
City of San Juan,2022-11,0.00012836849801787294,2022-11-01T00:00:00
City of Taguig,2022-11,8.085427225641355e-05,2022-11-01T00:00:00
City of Valenzuela,2022-11,0.0001056724276591148,2022-11-01T00:00:00
City of Baguio,2022-11,5.412396677877175e-05,2022-11-01T00:00:00
City of Butuan,2022-11,4.201418143806387e-05,2022-11-01T00:00:00
City of Cotabato,2022-11,4.299665750482511e-05,2022-11-01T00:00:00
City of Angeles,2022-11,5.942089001788084e-05,2022-11-01T00:00:00
City of Olongapo,2022-11,5.681048573702077e-05,2022-11-01T00:00:00
Ormoc City,2022-11,4.15382186506181e-05,2022-11-01T00:00:00
City of Tacloban,2022-11,4.025035533753508e-05,2022-11-01T00:00:00
City of Zamboanga,2022-11,4.151065328034966e-05,2022-11-01T00:00:00
City of Isabela,2022-11,4.4152783046601485e-05,2022-11-01T00:00:00
Pateros,2022-11,8.044273368775423e-05,2022-11-01T00:00:00
City of Puerto Princesa,2022-11,4.055160029786149e-05,2022-11-01T00:00:00
City of Lucena,2022-11,5.185787257666786e-05,2022-11-01T00:00:00
City of Bacolod,2022-11,4.997886368958357e-05,2022-11-01T00:00:00
City of Iloilo,2022-11,4.940019455051656e-05,2022-11-01T00:00:00
City of Cebu,2022-11,4.7359208091155234e-05,2022-11-01T00:00:00
City of Lapu-Lapu,2022-11,4.696365127710755e-05,2022-11-01T00:00:00
City of Mandaue,2022-11,5.211395857480246e-05,2022-11-01T00:00:00
City of Cagayan De Oro,2022-12,4.490540897992959e-05,2022-12-01T00:00:00
City of Iligan,2022-12,4.313246899752719e-05,2022-12-01T00:00:00
City of Davao,2022-12,4.1287225810300166e-05,2022-12-01T00:00:00
City of General Santos,2022-12,3.703366384094065e-05,2022-12-01T00:00:00
City of Caloocan,2022-12,7.64635458206808e-05,2022-12-01T00:00:00
City of Makati,2022-12,0.00011082862928712346,2022-12-01T00:00:00
City of Malabon,2022-12,8.877872400281321e-05,2022-12-01T00:00:00
City of Mandaluyong,2022-12,0.0001107235169691562,2022-12-01T00:00:00
City of Manila,2022-12,0.00012283847780267777,2022-12-01T00:00:00
City of Marikina,2022-12,8.541164203945235e-05,2022-12-01T00:00:00
City of Muntinlupa,2022-12,7.650431288955103e-05,2022-12-01T00:00:00
City of Navotas,2022-12,9.112703885455528e-05,2022-12-01T00:00:00
Pasay City,2022-12,0.00011241210552675227,2022-12-01T00:00:00
City of Pasig,2022-12,9.305484478438738e-05,2022-12-01T00:00:00
Quezon City,2022-12,8.634801582098461e-05,2022-12-01T00:00:00
City of San Juan,2022-12,0.0001130584870238523,2022-12-01T00:00:00
City of Taguig,2022-12,9.212864223568604e-05,2022-12-01T00:00:00
City of Valenzuela,2022-12,8.009019866856912e-05,2022-12-01T00:00:00
City of Baguio,2022-12,6.237561660932786e-05,2022-12-01T00:00:00
City of Butuan,2022-12,3.9511348975495137e-05,2022-12-01T00:00:00
City of Cotabato,2022-12,4.2230729647687634e-05,2022-12-01T00:00:00
City of Angeles,2022-12,5.891746196102236e-05,2022-12-01T00:00:00
City of Olongapo,2022-12,5.658668104413638e-05,2022-12-01T00:00:00
Ormoc City,2022-12,4.279845525461026e-05,2022-12-01T00:00:00
City of Tacloban,2022-12,4.366560440946402e-05,2022-12-01T00:00:00
City of Zamboanga,2022-12,3.79952754200396e-05,2022-12-01T00:00:00
City of Isabela,2022-12,3.969149527067427e-05,2022-12-01T00:00:00
Pateros,2022-12,8.983772186137862e-05,2022-12-01T00:00:00
City of Puerto Princesa,2022-12,4.05790634630694e-05,2022-12-01T00:00:00
City of Lucena,2022-12,5.223037166522744e-05,2022-12-01T00:00:00
City of Bacolod,2022-12,4.865769933881825e-05,2022-12-01T00:00:00
City of Iloilo,2022-12,4.960679273895621e-05,2022-12-01T00:00:00
City of Cebu,2022-12,4.711855033998864e-05,2022-12-01T00:00:00
City of Lapu-Lapu,2022-12,4.604133527245801e-05,2022-12-01T00:00:00
City of Mandaue,2022-12,5.095055609247536e-05,2022-12-01T00:00:00
City of Cagayan De Oro,2023-01,4.152836793024933e-05,2023-01-01T00:00:00
City of Iligan,2023-01,4.020596457603144e-05,2023-01-01T00:00:00
City of Davao,2023-01,3.734105159517027e-05,2023-01-01T00:00:00
City of General Santos,2023-01,3.692432559146994e-05,2023-01-01T00:00:00
City of Caloocan,2023-01,7.240680009220966e-05,2023-01-01T00:00:00
City of Makati,2023-01,0.00010631169656862416,2023-01-01T00:00:00
City of Malabon,2023-01,8.806666955242255e-05,2023-01-01T00:00:00
City of Mandaluyong,2023-01,0.00010397593826441364,2023-01-01T00:00:00
City of Manila,2023-01,0.00011610054853893649,2023-01-01T00:00:00
City of Marikina,2023-01,7.504647754569345e-05,2023-01-01T00:00:00
City of Muntinlupa,2023-01,7.146851584406276e-05,2023-01-01T00:00:00
City of Navotas,2023-01,8.611587095532122e-05,2023-01-01T00:00:00
Pasay City,2023-01,0.0001104990878479847,2023-01-01T00:00:00
City of Pasig,2023-01,8.769767721766801e-05,2023-01-01T00:00:00
Quezon City,2023-01,7.953118282752358e-05,2023-01-01T00:00:00
City of San Juan,2023-01,0.00010418059486538236,2023-01-01T00:00:00
City of Taguig,2023-01,8.789386036553696e-05,2023-01-01T00:00:00
City of Valenzuela,2023-01,7.79697346252533e-05,2023-01-01T00:00:00
City of Baguio,2023-01,6.063547096142602e-05,2023-01-01T00:00:00
City of Butuan,2023-01,3.84441196511404e-05,2023-01-01T00:00:00
City of Cotabato,2023-01,3.812554213046619e-05,2023-01-01T00:00:00
City of Angeles,2023-01,5.519899948896694e-05,2023-01-01T00:00:00
City of Olongapo,2023-01,5.4584273865817066e-05,2023-01-01T00:00:00
Ormoc City,2023-01,3.668656753833335e-05,2023-01-01T00:00:00
City of Tacloban,2023-01,3.646279789082691e-05,2023-01-01T00:00:00
City of Zamboanga,2023-01,3.518819391630157e-05,2023-01-01T00:00:00
City of Isabela,2023-01,3.65683492559939e-05,2023-01-01T00:00:00
Pateros,2023-01,8.804362538409153e-05,2023-01-01T00:00:00
City of Puerto Princesa,2023-01,3.860741902854917e-05,2023-01-01T00:00:00
City of Lucena,2023-01,4.7287514829443857e-05,2023-01-01T00:00:00
City of Bacolod,2023-01,4.555569037110317e-05,2023-01-01T00:00:00
City of Iloilo,2023-01,4.4821727963518e-05,2023-01-01T00:00:00
City of Cebu,2023-01,4.322716620808012e-05,2023-01-01T00:00:00
City of Lapu-Lapu,2023-01,4.162709983144865e-05,2023-01-01T00:00:00
City of Mandaue,2023-01,4.4924871621773617e-05,2023-01-01T00:00:00
City of Cagayan De Oro,2023-02,4.307807930828485e-05,2023-02-01T00:00:00
City of Iligan,2023-02,4.1434239098141226e-05,2023-02-01T00:00:00
City of Davao,2023-02,3.309256142840889e-05,2023-02-01T00:00:00
City of General Santos,2023-02,3.0332773815621908e-05,2023-02-01T00:00:00
City of Caloocan,2023-02,8.255163521194755e-05,2023-02-01T00:00:00
City of Makati,2023-02,0.00010650592322454533,2023-02-01T00:00:00
City of Malabon,2023-02,9.379370104963307e-05,2023-02-01T00:00:00
City of Mandaluyong,2023-02,0.00010966518604109414,2023-02-01T00:00:00
City of Manila,2023-02,0.0001175943298596469,2023-02-01T00:00:00
City of Marikina,2023-02,8.024920080819417e-05,2023-02-01T00:00:00
City of Muntinlupa,2023-02,7.054221113451939e-05,2023-02-01T00:00:00
City of Navotas,2023-02,9.086292991697452e-05,2023-02-01T00:00:00
Pasay City,2023-02,0.00010626255488185236,2023-02-01T00:00:00
City of Pasig,2023-02,9.283196734529732e-05,2023-02-01T00:00:00
Quezon City,2023-02,8.718927316751895e-05,2023-02-01T00:00:00
